Title,All_Words
How to Train Your Dragon,"jaybaruchel gerardbutler craigferguson deandeblois,chrissanders animation  action  adventure H o w   t o   T r a i n   Y o u r   D r a g o n aspires unlikely friend assumed young dragon creatures hapless viking hunt dragons becomes learns may j a y b a r u c h e l   g e r a r d b u t l e r   c r a i g f e r g u s o n   d e a n d e b l o i s , c h r i s s a n d e r s   a n i m a t i o n     a c t i o n     a d v e n t u r e   H   o   w       t   o       T   r   a   i   n       Y   o   u   r       D   r   a   g   o   n   a s p i r e s   u n l i k e l y   f r i e n d   a s s u m e d   y o u n g   d r a g o n   c r e a t u r e s   h a p l e s s   v i k i n g   h u n t   d r a g o n s   b e c o m e s   l e a r n s   m a y   "
There Will Be Blood,danielday-lewis martinstringer matthewbradenstringer paulthomasanderson drama  history T h e r e   W i l l   B e   B l o o d oil business madness century prospector focusing turn early days religion story family hatred d a n i e l d a y - l e w i s   m a r t i n s t r i n g e r   m a t t h e w b r a d e n s t r i n g e r   p a u l t h o m a s a n d e r s o n   d r a m a     h i s t o r y   T   h   e   r   e       W   i   l   l       B   e       B   l   o   o   d   o i l   b u s i n e s s   m a d n e s s   c e n t u r y   p r o s p e c t o r   f o c u s i n g   t u r n   e a r l y   d a y s   r e l i g i o n   s t o r y   f a m i l y   h a t r e d   
Into the Wild,emilehirsch marciagayharden williamhurt seanpenn adventure  biography  drama I n t o   t h e   W i l d hitchhikes along characters gives charity series 000 savings account christopher encounters top student way entire possessions emory university shape life 24 alaska athlete mccandless abandons wilderness graduating live e m i l e h i r s c h   m a r c i a g a y h a r d e n   w i l l i a m h u r t   s e a n p e n n   a d v e n t u r e     b i o g r a p h y     d r a m a   I   n   t   o       t   h   e       W   i   l   d   h i t c h h i k e s   a l o n g   c h a r a c t e r s   g i v e s   c h a r i t y   s e r i e s   0 0 0   s a v i n g s   a c c o u n t   c h r i s t o p h e r   e n c o u n t e r s   t o p   s t u d e n t   w a y   e n t i r e   p o s s e s s i o n s   e m o r y   u n i v e r s i t y   s h a p e   l i f e   2 4   a l a s k a   a t h l e t e   m c c a n d l e s s   a b a n d o n s   w i l d e r n e s s   g r a d u a t i n g   l i v e   
Kill Bill: Vol. 1,umathurman lucyliu vivicaa.fox quentintarantino action  crime  thriller K i l l   B i l l :   V o l .   1 part year coma four child must wreak vengeance team betrayed carried assassins womb bride wakens gone u m a t h u r m a n   l u c y l i u   v i v i c a a . f o x   q u e n t i n t a r a n t i n o   a c t i o n     c r i m e     t h r i l l e r   K   i   l   l       B   i   l   l   :       V   o   l   .       1   p a r t   y e a r   c o m a   f o u r   c h i l d   m u s t   w r e a k   v e n g e a n c e   t e a m   b e t r a y e d   c a r r i e d   a s s a s s i n s   w o m b   b r i d e   w a k e n s   g o n e   
Gone Girl,benaffleck rosamundpike neilpatrickharris davidfincher crime  drama  mystery G o n e   G i r l man sees become spotlight turned focus wife suspected disappearance intense media circus may innocent b e n a f f l e c k   r o s a m u n d p i k e   n e i l p a t r i c k h a r r i s   d a v i d f i n c h e r   c r i m e     d r a m a     m y s t e r y   G   o   n   e       G   i   r   l   m a n   s e e s   b e c o m e   s p o t l i g h t   t u r n e d   f o c u s   w i f e   s u s p e c t e d   d i s a p p e a r a n c e   i n t e n s e   m e d i a   c i r c u s   m a y   i n n o c e n t   
Life of Brian,grahamchapman johncleese terrygilliam terryjones comedy L i f e   o f   B r i a n messiah mistaken life original christmas born brian stable next door spends g r a h a m c h a p m a n   j o h n c l e e s e   t e r r y g i l l i a m   t e r r y j o n e s   c o m e d y   L   i   f   e       o   f       B   r   i   a   n   m e s s i a h   m i s t a k e n   l i f e   o r i g i n a l   c h r i s t m a s   b o r n   b r i a n   s t a b l e   n e x t   d o o r   s p e n d s   
Network,fayedunaway williamholden peterfinch sidneylumet drama N e t w o r k television network cynically exploits revelations news media ravings profit deranged former anchor f a y e d u n a w a y   w i l l i a m h o l d e n   p e t e r f i n c h   s i d n e y l u m e t   d r a m a   N   e   t   w   o   r   k   t e l e v i s i o n   n e t w o r k   c y n i c a l l y   e x p l o i t s   r e v e l a t i o n s   n e w s   m e d i a   r a v i n g s   p r o f i t   d e r a n g e d   f o r m e r   a n c h o r   
Shutter Island,leonardodicaprio markruffalo benkingsley martinscorsese mystery  thriller S h u t t e r   I s l a n d 1954 murderess criminally insane u disappearance escaped marshal investigates hospital l e o n a r d o d i c a p r i o   m a r k r u f f a l o   b e n k i n g s l e y   m a r t i n s c o r s e s e   m y s t e r y     t h r i l l e r   S   h   u   t   t   e   r       I   s   l   a   n   d   1 9 5 4   m u r d e r e s s   c r i m i n a l l y   i n s a n e   u   d i s a p p e a r a n c e   e s c a p e d   m a r s h a l   i n v e s t i g a t e s   h o s p i t a l   
In the Name of the Father,alisoncrosbie danielday-lewis philipking jimsheridan biography  drama I n   t h e   N a m e   o f   t h e   F a t h e r english lawyer fights man father free ira bombing coerced confession imprisonment well commit results a l i s o n c r o s b i e   d a n i e l d a y - l e w i s   p h i l i p k i n g   j i m s h e r i d a n   b i o g r a p h y     d r a m a   I   n       t   h   e       N   a   m   e       o   f       t   h   e       F   a   t   h   e   r   e n g l i s h   l a w y e r   f i g h t s   m a n   f a t h e r   f r e e   i r a   b o m b i n g   c o e r c e d   c o n f e s s i o n   i m p r i s o n m e n t   w e l l   c o m m i t   r e s u l t s   
Rush,chrishemsworth danielbrühl oliviawilde ronhoward action  biography  drama R u s h merciless 1970s rivalry niki lauda formula one rivals james hunt c h r i s h e m s w o r t h   d a n i e l b r ü h l   o l i v i a w i l d e   r o n h o w a r d   a c t i o n     b i o g r a p h y     d r a m a   R   u   s   h   m e r c i l e s s   1 9 7 0 s   r i v a l r y   n i k i   l a u d a   f o r m u l a   o n e   r i v a l s   j a m e s   h u n t   
Hotel Rwanda,doncheadle xolanimali desmonddube terrygeorge biography  drama  history H o t e l   R w a n d a paul rusesabagina hutu militia housed struggle rwanda thousand tutsi refugees hotel manager d o n c h e a d l e   x o l a n i m a l i   d e s m o n d d u b e   t e r r y g e o r g e   b i o g r a p h y     d r a m a     h i s t o r y   H   o   t   e   l       R   w   a   n   d   a   p a u l   r u s e s a b a g i n a   h u t u   m i l i t i a   h o u s e d   s t r u g g l e   r w a n d a   t h o u s a n d   t u t s i   r e f u g e e s   h o t e l   m a n a g e r   
Platoon,tomberenger keithdavid willemdafoe oliverstone drama  war P l a t o o n moral crisis man young recruit confronted vietnam faces horrors duality war t o m b e r e n g e r   k e i t h d a v i d   w i l l e m d a f o e   o l i v e r s t o n e   d r a m a     w a r   P   l   a   t   o   o   n   m o r a l   c r i s i s   m a n   y o u n g   r e c r u i t   c o n f r o n t e d   v i e t n a m   f a c e s   h o r r o r s   d u a l i t y   w a r   
Song of the Sea,davidrawle brendangleeson lisahannigan tommmoore animation  adventure  family S o n g   o f   t h e   S e a young irish boy fairies free girl turn ben save adventure spirit world go little sister saoirse seal d a v i d r a w l e   b r e n d a n g l e e s o n   l i s a h a n n i g a n   t o m m m o o r e   a n i m a t i o n     a d v e n t u r e     f a m i l y   S   o   n   g       o   f       t   h   e       S   e   a   y o u n g   i r i s h   b o y   f a i r i e s   f r e e   g i r l   t u r n   b e n   s a v e   a d v e n t u r e   s p i r i t   w o r l d   g o   l i t t l e   s i s t e r   s a o i r s e   s e a l   
Ben-Hur,charltonheston jackhawkins hayaharareet williamwyler adventure  drama  history B e n - H u r freedom comes back roman friend betrayed regains revenge jewish prince sent slavery c h a r l t o n h e s t o n   j a c k h a w k i n s   h a y a h a r a r e e t   w i l l i a m w y l e r   a d v e n t u r e     d r a m a     h i s t o r y   B   e   n   -   H   u   r   f r e e d o m   c o m e s   b a c k   r o m a n   f r i e n d   b e t r a y e d   r e g a i n s   r e v e n g e   j e w i s h   p r i n c e   s e n t   s l a v e r y   
Stand by Me,wilwheaton riverphoenix coreyfeldman robreiner adventure  drama S t a n d   b y   M e death writer recounts find missing boy boyhood journey friend body w i l w h e a t o n   r i v e r p h o e n i x   c o r e y f e l d m a n   r o b r e i n e r   a d v e n t u r e     d r a m a   S   t   a   n   d       b   y       M   e   d e a t h   w r i t e r   r e c o u n t s   f i n d   m i s s i n g   b o y   b o y h o o d   j o u r n e y   f r i e n d   b o d y   
Hachi: A Dog's Tale,richardgere joanallen cary-hiroyukitagawa lassehallström drama  family H a c h i :   A   D o g ' s   T a l e takes college professor home bond abandoned dog r i c h a r d g e r e   j o a n a l l e n   c a r y - h i r o y u k i t a g a w a   l a s s e h a l l s t r ö m   d r a m a     f a m i l y   H   a   c   h   i   :       A       D   o   g   '   s       T   a   l   e   t a k e s   c o l l e g e   p r o f e s s o r   h o m e   b o n d   a b a n d o n e d   d o g   
Kind Hearts and Coronets,dennisprice valeriehobson joangreenwood roberthamer comedy  crime K i n d   H e a r t s   a n d   C o r o n e t s duke eight title ascoyne plots line succession heirs distant poor relative murdering inherit stand ahead d e n n i s p r i c e   v a l e r i e h o b s o n   j o a n g r e e n w o o d   r o b e r t h a m e r   c o m e d y     c r i m e   K   i   n   d       H   e   a   r   t   s       a   n   d       C   o   r   o   n   e   t   s   d u k e   e i g h t   t i t l e   a s c o y n e   p l o t s   l i n e   s u c c e s s i o n   h e i r s   d i s t a n t   p o o r   r e l a t i v e   m u r d e r i n g   i n h e r i t   s t a n d   a h e a d   
The Maltese Falcon,humphreybogart maryastor gladysgeorge johnhuston film-noir  mystery T h e   M a l t e s e   F a l c o n three eccentric criminals gorgeous liar priceless statuette private detective takes case quest involves h u m p h r e y b o g a r t   m a r y a s t o r   g l a d y s g e o r g e   j o h n h u s t o n   f i l m - n o i r     m y s t e r y   T   h   e       M   a   l   t   e   s   e       F   a   l   c   o   n   t h r e e   e c c e n t r i c   c r i m i n a l s   g o r g e o u s   l i a r   p r i c e l e s s   s t a t u e t t e   p r i v a t e   d e t e c t i v e   t a k e s   c a s e   q u e s t   i n v o l v e s   
Butch Cassidy and the Sundance Kid,paulnewman robertredford katharineross georgeroyhill biography  crime  drama B u t c h   C a s s i d y   a n d   t h e   S u n d a n c e   K i d close train robbers flee bolivia law gets two western bank p a u l n e w m a n   r o b e r t r e d f o r d   k a t h a r i n e r o s s   g e o r g e r o y h i l l   b i o g r a p h y     c r i m e     d r a m a   B   u   t   c   h       C   a   s   s   i   d   y       a   n   d       t   h   e       S   u   n   d   a   n   c   e       K   i   d   c l o s e   t r a i n   r o b b e r s   f l e e   b o l i v i a   l a w   g e t s   t w o   w e s t e r n   b a n k   
The Legend of 1900,timroth pruitttaylorvince billnunn giuseppetornatore drama  music  romance T h e   L e g e n d   o f   1 9 0 0 musical prodigy ocean liner baby boy land grows 1900 never setting foot discovered t i m r o t h   p r u i t t t a y l o r v i n c e   b i l l n u n n   g i u s e p p e t o r n a t o r e   d r a m a     m u s i c     r o m a n c e   T   h   e       L   e   g   e   n   d       o   f       1   9   0   0   m u s i c a l   p r o d i g y   o c e a n   l i n e r   b a b y   b o y   l a n d   g r o w s   1 9 0 0   n e v e r   s e t t i n g   f o o t   d i s c o v e r e d   
Spotlight,markruffalo michaelkeaton rachelmcadams tommccarthy crime  drama  history S p o t l i g h t boston globe uncovered within true story child molestation core massive scandal cover shaking entire catholic church local archdiocese m a r k r u f f a l o   m i c h a e l k e a t o n   r a c h e l m c a d a m s   t o m m c c a r t h y   c r i m e     d r a m a     h i s t o r y   S   p   o   t   l   i   g   h   t   b o s t o n   g l o b e   u n c o v e r e d   w i t h i n   t r u e   s t o r y   c h i l d   m o l e s t a t i o n   c o r e   m a s s i v e   s c a n d a l   c o v e r   s h a k i n g   e n t i r e   c a t h o l i c   c h u r c h   l o c a l   a r c h d i o c e s e   
Brief Encounter,celiajohnson trevorhoward stanleyholloway davidlean drama  romance B r i e f   E n c o u n t e r stranger cheat railway station woman husband meeting tempted c e l i a j o h n s o n   t r e v o r h o w a r d   s t a n l e y h o l l o w a y   d a v i d l e a n   d r a m a     r o m a n c e   B   r   i   e   f       E   n   c   o   u   n   t   e   r   s t r a n g e r   c h e a t   r a i l w a y   s t a t i o n   w o m a n   h u s b a n d   m e e t i n g   t e m p t e d   
The Best Years of Our Lives,myrnaloy fredricmarch danaandrews williamwyler drama  romance  war T h e   B e s t   Y e a r s   o f   O u r   L i v e s three world war ii veterans return home families small town america discover irreparably changed m y r n a l o y   f r e d r i c m a r c h   d a n a a n d r e w s   w i l l i a m w y l e r   d r a m a     r o m a n c e     w a r   T   h   e       B   e   s   t       Y   e   a   r   s       o   f       O   u   r       L   i   v   e   s   t h r e e   w o r l d   w a r   i i   v e t e r a n s   r e t u r n   h o m e   f a m i l i e s   s m a l l   t o w n   a m e r i c a   d i s c o v e r   i r r e p a r a b l y   c h a n g e d   
The Grapes of Wrath,henryfonda janedarwell johncarradine johnford drama  history T h e   G r a p e s   o f   W r a t h travel poor midwest family land homeless forced great depression suffering california misfortunes h e n r y f o n d a   j a n e d a r w e l l   j o h n c a r r a d i n e   j o h n f o r d   d r a m a     h i s t o r y   T   h   e       G   r   a   p   e   s       o   f       W   r   a   t   h   t r a v e l   p o o r   m i d w e s t   f a m i l y   l a n d   h o m e l e s s   f o r c e d   g r e a t   d e p r e s s i o n   s u f f e r i n g   c a l i f o r n i a   m i s f o r t u n e s   
12 Years a Slave,chiwetelejiofor dwighthenry dickiegravois stevemcqueen biography  drama  history 1 2   Y e a r s   a   S l a v e abducted free black man upstate new york sold antebellum united states solomon northup slavery c h i w e t e l e j i o f o r   d w i g h t h e n r y   d i c k i e g r a v o i s   s t e v e m c q u e e n   b i o g r a p h y     d r a m a     h i s t o r y   1   2       Y   e   a   r   s       a       S   l   a   v   e   a b d u c t e d   f r e e   b l a c k   m a n   u p s t a t e   n e w   y o r k   s o l d   a n t e b e l l u m   u n i t e d   s t a t e s   s o l o m o n   n o r t h u p   s l a v e r y   
The Grand Budapest Hotel,ralphfiennes f.murrayabraham mathieuamalric wesanderson adventure  comedy  drama T h e   G r a n d   B u d a p e s t   H o t e l second world wars lobby boy adventures gustave h trusted friend first famous hotel zero moustafa zubrowka fictional republic becomes legendary concierge r a l p h f i e n n e s   f . m u r r a y a b r a h a m   m a t h i e u a m a l r i c   w e s a n d e r s o n   a d v e n t u r e     c o m e d y     d r a m a   T   h   e       G   r   a   n   d       B   u   d   a   p   e   s   t       H   o   t   e   l   s e c o n d   w o r l d   w a r s   l o b b y   b o y   a d v e n t u r e s   g u s t a v e   h   t r u s t e d   f r i e n d   f i r s t   f a m o u s   h o t e l   z e r o   m o u s t a f a   z u b r o w k a   f i c t i o n a l   r e p u b l i c   b e c o m e s   l e g e n d a r y   c o n c i e r g e   
Mad Max: Fury Road,tomhardy charlizetheron nicholashoult georgemiller action  adventure  sci-fi M a d   M a x :   F u r y   R o a d woman rebels postapocalyptic australia group home land tyrannical ruler search psychotic worshipper drifter named max female prisoners help t o m h a r d y   c h a r l i z e t h e r o n   n i c h o l a s h o u l t   g e o r g e m i l l e r   a c t i o n     a d v e n t u r e     s c i - f i   M   a   d       M   a   x   :       F   u   r   y       R   o   a   d   w o m a n   r e b e l s   p o s t a p o c a l y p t i c   a u s t r a l i a   g r o u p   h o m e   l a n d   t y r a n n i c a l   r u l e r   s e a r c h   p s y c h o t i c   w o r s h i p p e r   d r i f t e r   n a m e d   m a x   f e m a l e   p r i s o n e r s   h e l p   
The Princess Bride,caryelwes mandypatinkin chrissarandon robreiner adventure  family  fantasy T h e   P r i n c e s s   B r i d e bed grandfather reads young boy story called princess bride home sick c a r y e l w e s   m a n d y p a t i n k i n   c h r i s s a r a n d o n   r o b r e i n e r   a d v e n t u r e     f a m i l y     f a n t a s y   T   h   e       P   r   i   n   c   e   s   s       B   r   i   d   e   b e d   g r a n d f a t h e r   r e a d s   y o u n g   b o y   s t o r y   c a l l e d   p r i n c e s s   b r i d e   h o m e   s i c k   
What Ever Happened to Baby Jane?,bettedavis joancrawford victorbuono robertaldrich drama  horror  thriller W h a t   E v e r   H a p p e n e d   t o   B a b y   J a n e ? paraplegic sister former child star torments decaying hollywood mansion b e t t e d a v i s   j o a n c r a w f o r d   v i c t o r b u o n o   r o b e r t a l d r i c h   d r a m a     h o r r o r     t h r i l l e r   W   h   a   t       E   v   e   r       H   a   p   p   e   n   e   d       t   o       B   a   b   y       J   a   n   e   ?   p a r a p l e g i c   s i s t e r   f o r m e r   c h i l d   s t a r   t o r m e n t s   d e c a y i n g   h o l l y w o o d   m a n s i o n   
Million Dollar Baby,clinteastwood hilaryswank morganfreeman clinteastwood drama  sport M i l l i o n   D o l l a r   B a b y become hardened boxing trainer professional determined woman works c l i n t e a s t w o o d   h i l a r y s w a n k   m o r g a n f r e e m a n   c l i n t e a s t w o o d   d r a m a     s p o r t   M   i   l   l   i   o   n       D   o   l   l   a   r       B   a   b   y   b e c o m e   h a r d e n e d   b o x i n g   t r a i n e r   p r o f e s s i o n a l   d e t e r m i n e d   w o m a n   w o r k s   
Jurassic Park,samneill lauradern jeffgoldblum stevenspielberg adventure  sci-fi  thriller J u r a s s i c   P a r k cloned dinosaur exhibits allows run amok theme park suffers major power breakdown preview tour s a m n e i l l   l a u r a d e r n   j e f f g o l d b l u m   s t e v e n s p i e l b e r g   a d v e n t u r e     s c i - f i     t h r i l l e r   J   u   r   a   s   s   i   c       P   a   r   k   c l o n e d   d i n o s a u r   e x h i b i t s   a l l o w s   r u n   a m o k   t h e m e   p a r k   s u f f e r s   m a j o r   p o w e r   b r e a k d o w n   p r e v i e w   t o u r   
Touch of Evil,charltonheston janetleigh orsonwelles orsonwelles crime  drama  film-noir T o u c h   o f   E v i l mexican border town stark perverse story police corruption kidnapping murder c h a r l t o n h e s t o n   j a n e t l e i g h   o r s o n w e l l e s   o r s o n w e l l e s   c r i m e     d r a m a     f i l m - n o i r   T   o   u   c   h       o   f       E   v   i   l   m e x i c a n   b o r d e r   t o w n   s t a r k   p e r v e r s e   s t o r y   p o l i c e   c o r r u p t i o n   k i d n a p p i n g   m u r d e r   
Spider-Man: Homecoming,tomholland michaelkeaton robertdowneyjr. jonwatts action  adventure  sci-fi S p i d e r - M a n :   H o m e c o m i n g peter parker ordinary high school student tries new york city fighting crime superhero alter ego spider man threat emerges life mentor tony stark balance help t o m h o l l a n d   m i c h a e l k e a t o n   r o b e r t d o w n e y j r .   j o n w a t t s   a c t i o n     a d v e n t u r e     s c i - f i   S   p   i   d   e   r   -   M   a   n   :       H   o   m   e   c   o   m   i   n   g   p e t e r   p a r k e r   o r d i n a r y   h i g h   s c h o o l   s t u d e n t   t r i e s   n e w   y o r k   c i t y   f i g h t i n g   c r i m e   s u p e r h e r o   a l t e r   e g o   s p i d e r   m a n   t h r e a t   e m e r g e s   l i f e   m e n t o r   t o n y   s t a r k   b a l a n c e   h e l p   
Before Sunrise,ethanhawke juliedelpy andreaeckert richardlinklater drama  romance B e f o r e   S u n r i s e unfortunately train europe young man probably night together vienna know woman meet spending one evening wind e t h a n h a w k e   j u l i e d e l p y   a n d r e a e c k e r t   r i c h a r d l i n k l a t e r   d r a m a     r o m a n c e   B   e   f   o   r   e       S   u   n   r   i   s   e   u n f o r t u n a t e l y   t r a i n   e u r o p e   y o u n g   m a n   p r o b a b l y   n i g h t   t o g e t h e r   v i e n n a   k n o w   w o m a n   m e e t   s p e n d i n g   o n e   e v e n i n g   w i n d   
The Truman Show,jimcarrey lauralinney noahemmerich peterweir comedy  drama  sci-fi T h e   T r u m a n   S h o w television show entire life insurance salesman adjuster discovers actually j i m c a r r e y   l a u r a l i n n e y   n o a h e m m e r i c h   p e t e r w e i r   c o m e d y     d r a m a     s c i - f i   T   h   e       T   r   u   m   a   n       S   h   o   w   t e l e v i s i o n   s h o w   e n t i r e   l i f e   i n s u r a n c e   s a l e s m a n   a d j u s t e r   d i s c o v e r s   a c t u a l l y   
Harry Potter and the Deathly Hallows: Part 2,ralphfiennes michaelgambon alanrickman davidyates adventure  drama  fantasy H a r r y   P o t t e r   a n d   t h e   D e a t h l y   H a l l o w s :   P a r t   2 ron hogwarts remaining horcruxes dark lord harry final battle rages hermione search destroy voldemort effort r a l p h f i e n n e s   m i c h a e l g a m b o n   a l a n r i c k m a n   d a v i d y a t e s   a d v e n t u r e     d r a m a     f a n t a s y   H   a   r   r   y       P   o   t   t   e   r       a   n   d       t   h   e       D   e   a   t   h   l   y       H   a   l   l   o   w   s   :       P   a   r   t       2   r o n   h o g w a r t s   r e m a i n i n g   h o r c r u x e s   d a r k   l o r d   h a r r y   f i n a l   b a t t l e   r a g e s   h e r m i o n e   s e a r c h   d e s t r o y   v o l d e m o r t   e f f o r t   
Star Wars: The Force Awakens,harrisonford markhamill carriefisher j.j.abrams action  adventure  fantasy S t a r   W a r s :   T h e   F o r c e   A w a k e n s stormtrooper defector finn missing luke skywalker caught militant first order resistance defeat new threat arises empire spare parts scavenger rey search three decades h a r r i s o n f o r d   m a r k h a m i l l   c a r r i e f i s h e r   j . j . a b r a m s   a c t i o n     a d v e n t u r e     f a n t a s y   S   t   a   r       W   a   r   s   :       T   h   e       F   o   r   c   e       A   w   a   k   e   n   s   s t o r m t r o o p e r   d e f e c t o r   f i n n   m i s s i n g   l u k e   s k y w a l k e r   c a u g h t   m i l i t a n t   f i r s t   o r d e r   r e s i s t a n c e   d e f e a t   n e w   t h r e a t   a r i s e s   e m p i r e   s p a r e   p a r t s   s c a v e n g e r   r e y   s e a r c h   t h r e e   d e c a d e s   
"Paris, Texas","harrydeanstanton samberry bernhardwicki wimwenders drama P a r i s ,   T e x a s missing wanders society four years life travis henderson must reconnect desert family aimless drifter h a r r y d e a n s t a n t o n   s a m b e r r y   b e r n h a r d w i c k i   w i m w e n d e r s   d r a m a   P   a   r   i   s   ,       T   e   x   a   s   m i s s i n g   w a n d e r s   s o c i e t y   f o u r   y e a r s   l i f e   t r a v i s   h e n d e r s o n   m u s t   r e c o n n e c t   d e s e r t   f a m i l y   a i m l e s s   d r i f t e r   "
The Last Picture Show,timothybottoms jeffbridges cybillshepherd peterbogdanovich drama T h e   L a s t   P i c t u r e   S h o w 1951 economically age group atrophied west texas town slowly dying isolated high schoolers come bleak culturally t i m o t h y b o t t o m s   j e f f b r i d g e s   c y b i l l s h e p h e r d   p e t e r b o g d a n o v i c h   d r a m a   T   h   e       L   a   s   t       P   i   c   t   u   r   e       S   h   o   w   1 9 5 1   e c o n o m i c a l l y   a g e   g r o u p   a t r o p h i e d   w e s t   t e x a s   t o w n   s l o w l y   d y i n g   i s o l a t e d   h i g h   s c h o o l e r s   c o m e   b l e a k   c u l t u r a l l y   
Gandhi,benkingsley candicebergen edwardfox richardattenborough biography  drama  history G a n d h i british subcontinent stubborn nature commitment towards pakistan portrayed nonviolence man jinnah drive able gandhi character patience fully explained b e n k i n g s l e y   c a n d i c e b e r g e n   e d w a r d f o x   r i c h a r d a t t e n b o r o u g h   b i o g r a p h y     d r a m a     h i s t o r y   G   a   n   d   h   i   b r i t i s h   s u b c o n t i n e n t   s t u b b o r n   n a t u r e   c o m m i t m e n t   t o w a r d s   p a k i s t a n   p o r t r a y e d   n o n v i o l e n c e   m a n   j i n n a h   d r i v e   a b l e   g a n d h i   c h a r a c t e r   p a t i e n c e   f u l l y   e x p l a i n e d   
Barry Lyndon,ryano'neal marisaberenson patrickmagee stanleykubrick adventure  drama  history B a r r y   L y n d o n aristocratic position 18th century england assumes heart rich widow irish rogue wins dead husband r y a n o ' n e a l   m a r i s a b e r e n s o n   p a t r i c k m a g e e   s t a n l e y k u b r i c k   a d v e n t u r e     d r a m a     h i s t o r y   B   a   r   r   y       L   y   n   d   o   n   a r i s t o c r a t i c   p o s i t i o n   1 8 t h   c e n t u r y   e n g l a n d   a s s u m e s   h e a r t   r i c h   w i d o w   i r i s h   r o g u e   w i n s   d e a d   h u s b a n d   
Rocky,sylvesterstallone taliashire burtyoung johng.avildsen drama  sport R o c k y self supremely rare chance time boxer bout fight heavy respect weight champion apollo creed rocky balboa strives small distance gets go s y l v e s t e r s t a l l o n e   t a l i a s h i r e   b u r t y o u n g   j o h n g . a v i l d s e n   d r a m a     s p o r t   R   o   c   k   y   s e l f   s u p r e m e l y   r a r e   c h a n c e   t i m e   b o x e r   b o u t   f i g h t   h e a v y   r e s p e c t   w e i g h t   c h a m p i o n   a p o l l o   c r e e d   r o c k y   b a l b o a   s t r i v e s   s m a l l   d i s t a n c e   g e t s   g o   
Annie Hall,woodyallen dianekeaton tonyroberts woodyallen comedy  romance A n n i e   H a l l neurotic new york comedian alvy singer falls ditzy annie hall love w o o d y a l l e n   d i a n e k e a t o n   t o n y r o b e r t s   w o o d y a l l e n   c o m e d y     r o m a n c e   A   n   n   i   e       H   a   l   l   n e u r o t i c   n e w   y o r k   c o m e d i a n   a l v y   s i n g e r   f a l l s   d i t z y   a n n i e   h a l l   l o v e   
Prisoners,hughjackman jakegyllenhaal violadavis denisvilleneuve crime  drama  mystery P r i s o n e r s keller dover takes matters police pursue multiple leads daughter pressure mounts friend go missing hands h u g h j a c k m a n   j a k e g y l l e n h a a l   v i o l a d a v i s   d e n i s v i l l e n e u v e   c r i m e     d r a m a     m y s t e r y   P   r   i   s   o   n   e   r   s   k e l l e r   d o v e r   t a k e s   m a t t e r s   p o l i c e   p u r s u e   m u l t i p l e   l e a d s   d a u g h t e r   p r e s s u r e   m o u n t s   f r i e n d   g o   m i s s i n g   h a n d s   
Donnie Darko,jakegyllenhaal holmesosborne maggiegyllenhaal richardkelly drama  sci-fi  thriller D o n n i e   D a r k o narrowly escapes commit bizarre accident man visions large rabbit suit plagued crimes troubled teenager series manipulates j a k e g y l l e n h a a l   h o l m e s o s b o r n e   m a g g i e g y l l e n h a a l   r i c h a r d k e l l y   d r a m a     s c i - f i     t h r i l l e r   D   o   n   n   i   e       D   a   r   k   o   n a r r o w l y   e s c a p e s   c o m m i t   b i z a r r e   a c c i d e n t   m a n   v i s i o n s   l a r g e   r a b b i t   s u i t   p l a g u e d   c r i m e s   t r o u b l e d   t e e n a g e r   s e r i e s   m a n i p u l a t e s   
Catch Me If You Can,"leonardodicaprio tomhanks christopherwalken stevenspielberg biography  crime  drama C a t c h   M e   I f   Y o u   C a n legal prosecutor checks pilot doctor dedicated fbi agent pursues frank abagnale jr ., worth pan posing story seasoned 19th birthday successfully forged millions dollars l e o n a r d o d i c a p r i o   t o m h a n k s   c h r i s t o p h e r w a l k e n   s t e v e n s p i e l b e r g   b i o g r a p h y     c r i m e     d r a m a   C   a   t   c   h       M   e       I   f       Y   o   u       C   a   n   l e g a l   p r o s e c u t o r   c h e c k s   p i l o t   d o c t o r   d e d i c a t e d   f b i   a g e n t   p u r s u e s   f r a n k   a b a g n a l e   j r   . ,   w o r t h   p a n   p o s i n g   s t o r y   s e a s o n e d   1 9 t h   b i r t h d a y   s u c c e s s f u l l y   f o r g e d   m i l l i o n s   d o l l a r s   "
The Man Who Shot Liberty Valance,johnwayne jamesstewart veramiles johnford action  drama  western T h e   M a n   W h o   S h o t   L i b e r t y   V a l a n c e deed senator tells became famous old friend funeral notorious outlaw returns killing truth j o h n w a y n e   j a m e s s t e w a r t   v e r a m i l e s   j o h n f o r d   a c t i o n     d r a m a     w e s t e r n   T   h   e       M   a   n       W   h   o       S   h   o   t       L   i   b   e   r   t   y       V   a   l   a   n   c   e   d e e d   s e n a t o r   t e l l s   b e c a m e   f a m o u s   o l d   f r i e n d   f u n e r a l   n o t o r i o u s   o u t l a w   r e t u r n s   k i l l i n g   t r u t h   
Laura,genetierney danaandrews cliftonwebb ottopreminger drama  film-noir  mystery L a u r a police detective falls love woman whose murder investigating g e n e t i e r n e y   d a n a a n d r e w s   c l i f t o n w e b b   o t t o p r e m i n g e r   d r a m a     f i l m - n o i r     m y s t e r y   L   a   u   r   a   p o l i c e   d e t e c t i v e   f a l l s   l o v e   w o m a n   w h o s e   m u r d e r   i n v e s t i g a t i n g   
